"""администрирование сетей и серверов""","42","104285","52142"
"""администрирование сетей и серверов""","290","116234","58117"
"""администрирование сетей и серверов""","168","125739","41913"
"""администрирование сетей и серверов""","36","132343","44114"
"""администрирование сетей и серверов""","50","134090","44696"
"""администрирование сетей и серверов""","354","134708","67354"
"""администрирование сетей и серверов""","323","135558","45186"
"""администрирование сетей и серверов""","101","161184","53728"
"""администрирование сетей и серверов""","311","166723","55574"
"""администрирование сетей и серверов""","296","166922","55640"
"""администрирование сетей и серверов""","305","179135","59711"
"""администрирование сетей и серверов""","340","179823","89911"
"""администрирование сетей и серверов""","336","183399","61133"
"""администрирование сетей и серверов""","327","186491","93245"
"""администрирование сетей и серверов""","345","187988","62662"
"""администрирование сетей и серверов""","203","190021","95010"
"""администрирование сетей и серверов""","363","194972","97486"
"""администрирование сетей и серверов""","247","211212","70404"
"""администрирование сетей и серверов""","345","212198","106099"
"""администрирование сетей и серверов""","337","216175","108087"
"""администрирование сетей и серверов""","15","220008","110004"
"""администрирование сетей и серверов""","74","222095","111047"
"""администрирование сетей и серверов""","349","225157","112578"
"""администрирование сетей и серверов""","164","233632","77877"
"""администрирование сетей и серверов""","145","239259","119629"
"""администрирование сетей и серверов""","123","246085","123042"
"""администрирование сетей и серверов""","163","253859","126929"
"""администрирование сетей и серверов""","140","260249","86749"
"""администрирование сетей и серверов""","344","263519","87839"
"""администрирование сетей и серверов""","169","275343","91781"
"""администрирование сетей и серверов""","138","276831","92277"
"""администрирование сетей и серверов""","272","283764","94588"
"""администрирование сетей и серверов""","221","287158","143579"
"""администрирование сетей и серверов""","15","288899","96299"
"""администрирование сетей и серверов""","266","290690","96896"
"""администрирование сетей и серверов""","225","290942","145471"
"""администрирование сетей и серверов""","136","295754","98584"
"""администрирование сетей и серверов""","138","298516","149258"
"""администрирование сетей и серверов""","97","299248","149624"
"""администрирование сетей и серверов""","283","303717","151858"
"""администрирование сетей и серверов""","175","310161","103387"
"""администрирование сетей и серверов""","129","312431","104143"
"""администрирование сетей и серверов""","278","332981","166490"
"""администрирование сетей и серверов""","24","334837","167418"
"""администрирование сетей и серверов""","326","339111","169555"
"""администрирование сетей и серверов""","314","339117","113039"
"""администрирование сетей и серверов""","117","339842","169921"
"""администрирование сетей и серверов""","152","342676","171338"
