"""администрирование сетей и серверов""","""256""","""1011341""","""337113"""
"""администрирование сетей и серверов""","""307""","""1280004""","""426668"""
"""администрирование сетей и серверов""","""51""","""1329778""","""443259"""
"""администрирование сетей и серверов""","""231""","""1376723""","""688361"""
"""администрирование сетей и серверов""","""340""","""1435464""","""717732"""
"""администрирование сетей и серверов""","""47""","""1438616""","""479538"""
"""администрирование сетей и серверов""","""152""","""1442576""","""480858"""
"""администрирование сетей и серверов""","""65""","""1442594""","""721297"""
"""администрирование сетей и серверов""","""119""","""1647136""","""823568"""
"""администрирование сетей и серверов""","""281""","""1723833""","""574611"""
"""администрирование сетей и серверов""","""336""","""1751906""","""875953"""
"""администрирование сетей и серверов""","""203""","""1771408""","""590469"""
"""администрирование сетей и серверов""","""41""","""1852711""","""617570"""
"""администрирование сетей и серверов""","""132""","""1910381""","""636793"""
"""администрирование сетей и серверов""","""259""","""2027477""","""1013738"""
"""администрирование сетей и серверов""","""167""","""2038940""","""1019470"""
"""администрирование сетей и серверов""","""128""","""2515350""","""838450"""
"""администрирование сетей и серверов""","""269""","""2567369""","""1283684"""
"""администрирование сетей и серверов""","""220""","""2618723""","""872907"""
"""администрирование сетей и серверов""","""315""","""2678252""","""1339126"""
"""администрирование сетей и серверов""","""297""","""2704860""","""1352430"""
"""администрирование сетей и серверов""","""68""","""2754266""","""1377133"""
"""администрирование сетей и серверов""","""49""","""280000""","""93333"""
"""администрирование сетей и серверов""","""350""","""2802863""","""934287"""
"""администрирование сетей и серверов""","""83""","""2824982""","""1412491"""
"""администрирование сетей и серверов""","""182""","""2855106""","""1427553"""
"""администрирование сетей и серверов""","""43""","""2920931""","""1460465"""
"""администрирование сетей и серверов""","""123""","""2954667""","""984889"""
"""администрирование сетей и серверов""","""74""","""302830""","""151415"""
"""администрирование сетей и серверов""","""183""","""305436""","""152718"""
"""администрирование сетей и серверов""","""332""","""3195891""","""1065297"""
"""администрирование сетей и серверов""","""354""","""3201056""","""1067018"""
"""администрирование сетей и серверов""","""130""","""3211091""","""1605545"""
"""администрирование сетей и серверов""","""97""","""3281808""","""1640904"""
"""администрирование сетей и серверов""","""352""","""3343419""","""1114473"""
"""администрирование сетей и серверов""","""109""","""3348138""","""1674069"""
"""администрирование сетей и серверов""","""291""","""3394649""","""1131549"""
"""администрирование сетей и серверов""","""36""","""3586993""","""1793496"""
"""администрирование сетей и серверов""","""193""","""3694403""","""1231467"""
"""администрирование сетей и серверов""","""289""","""378238""","""126079"""
"""администрирование сетей и серверов""","""256""","""389439""","""194719"""
"""администрирование сетей и серверов""","""263""","""397545""","""132515"""
"""администрирование сетей и серверов""","""40""","""3975723""","""1987861"""
"""администрирование сетей и серверов""","""215""","""4124074""","""2062037"""
"""администрирование сетей и серверов""","""101""","""4292407""","""1430802"""
"""администрирование сетей и серверов""","""205""","""4350692""","""1450230"""
"""администрирование сетей и серверов""","""329""","""4407353""","""2203676"""
"""администрирование сетей и серверов""","""229""","""4667522""","""2333761"""
"""администрирование сетей и серверов""","""244""","""4691109""","""2345554"""
"""администрирование сетей и серверов""","""361""","""4815528""","""2407764"""
"""администрирование сетей и серверов""","""229""","""483238""","""161079"""
"""администрирование сетей и серверов""","""202""","""4880984""","""1626994"""
"""администрирование сетей и серверов""","""24""","""4908777""","""1636259"""
"""администрирование сетей и серверов""","""135""","""4940928""","""1646976"""
