"""администрирование сетей и серверов""","194","111316","55658"
"""администрирование сетей и серверов""","156","135749","67874"
"""администрирование сетей и серверов""","119","139559","46519"
"""администрирование сетей и серверов""","356","159124","79562"
"""администрирование сетей и серверов""","152","161305","53768"
"""администрирование сетей и серверов""","321","217444","72481"
"""администрирование сетей и серверов""","90","304822","152411"
"""администрирование сетей и серверов""","217","348754","116251"
"""администрирование сетей и серверов""","88","381408","127136"
"""администрирование сетей и серверов""","308","608630","202876"
"""администрирование сетей и серверов""","343","632947","316473"
"""администрирование сетей и серверов""","209","653479","326739"
"""администрирование сетей и серверов""","341","666392","222130"
"""администрирование сетей и серверов""","44","667374","333687"
"""администрирование сетей и серверов""","210","856294","285431"
"""администрирование сетей и серверов""","231","887957","295985"
"""администрирование сетей и серверов""","117","955275","318425"
"""администрирование сетей и серверов""","124","963807","321269"
"""администрирование сетей и серверов""","199","967542","483771"
"""администрирование сетей и серверов""","298","1006975","503487"
"""администрирование сетей и серверов""","103","1007781","503890"
"""администрирование сетей и серверов""","98","1071376","357125"
"""администрирование сетей и серверов""","294","1102210","551105"
"""администрирование сетей и серверов""","213","1128345","564172"
"""администрирование сетей и серверов""","67","1147907","573953"
"""администрирование сетей и серверов""","50","1193086","397695"
"""администрирование сетей и серверов""","31","1243089","414363"
"""администрирование сетей и серверов""","276","1309980","436660"
"""администрирование сетей и серверов""","319","1361300","453766"
"""администрирование сетей и серверов""","20","1382732","460910"
"""администрирование сетей и серверов""","259","1422382","711191"
"""администрирование сетей и серверов""","163","1529879","764939"
"""администрирование сетей и серверов""","30","1541074","770537"
"""администрирование сетей и серверов""","222","1542001","771000"
"""администрирование сетей и серверов""","59","1622461","540820"
"""администрирование сетей и серверов""","319","1634532","544844"
"""администрирование сетей и серверов""","306","1819652","909826"
"""администрирование сетей и серверов""","233","1842720","614240"
"""администрирование сетей и серверов""","304","1862540","931270"
"""администрирование сетей и серверов""","60","1909078","954539"
"""администрирование сетей и серверов""","223","2021271","673757"
"""администрирование сетей и серверов""","118","2187197","1093598"
"""администрирование сетей и серверов""","318","2189773","1094886"
"""администрирование сетей и серверов""","229","2203743","734581"
"""администрирование сетей и серверов""","14","2258183","1129091"
"""администрирование сетей и серверов""","186","2286443","1143221"
"""администрирование сетей и серверов""","165","2294428","764809"
"""администрирование сетей и серверов""","204","2312400","1156200"
"""администрирование сетей и серверов""","290","2515901","838633"
"""администрирование сетей и серверов""","321","2516990","838996"
"""администрирование сетей и серверов""","272","2538315","1269157"
"""администрирование сетей и серверов""","316","2541746","1270873"
"""администрирование сетей и серверов""","308","2561422","853807"
"""администрирование сетей и серверов""","315","2660197","1330098"
"""администрирование сетей и серверов""","216","2662891","887630"
"""администрирование сетей и серверов""","359","2686586","1343293"
"""администрирование сетей и серверов""","36","2836279","1418139"
"""администрирование сетей и серверов""","348","2846589","948863"
"""администрирование сетей и серверов""","361","2884865","1442432"
"""администрирование сетей и серверов""","322","2898600","1449300"
"""администрирование сетей и серверов""","221","2963760","1481880"
"""администрирование сетей и серверов""","357","3014294","1004764"
"""администрирование сетей и серверов""","273","3022254","1007418"
"""администрирование сетей и серверов""","246","3036613","1518306"
"""администрирование сетей и серверов""","266","3143427","1047809"
"""администрирование сетей и серверов""","175","3206290","1068763"
"""администрирование сетей и серверов""","55","3274224","1091408"
"""администрирование сетей и серверов""","319","3291300","1645650"
"""администрирование сетей и серверов""","236","3295944","1647972"
"""администрирование сетей и серверов""","322","3383935","1127978"
"""администрирование сетей и серверов""","269","3396863","1698431"
