"""администрирование сетей и серверов""","111","103665","51832"
"""администрирование сетей и серверов""","54","155149","77574"
"""администрирование сетей и серверов""","230","156442","78221"
"""администрирование сетей и серверов""","345","159046","79523"
"""администрирование сетей и серверов""","361","168862","56287"
"""администрирование сетей и серверов""","191","173403","57801"
"""администрирование сетей и серверов""","288","175590","58530"
"""администрирование сетей и серверов""","98","179251","59750"
"""администрирование сетей и серверов""","17","181092","60364"
"""администрирование сетей и серверов""","225","204121","102060"
"""администрирование сетей и серверов""","112","208215","69405"
"""администрирование сетей и серверов""","235","241642","80547"
"""администрирование сетей и серверов""","212","285182","95060"
"""администрирование сетей и серверов""","22","304267","152133"
"""администрирование сетей и серверов""","203","320423","106807"
"""администрирование сетей и серверов""","280","321495","160747"
"""администрирование сетей и серверов""","178","334659","111553"
"""администрирование сетей и серверов""","120","374408","187204"
"""администрирование сетей и серверов""","319","417306","208653"
"""администрирование сетей и серверов""","65","422545","211272"
"""администрирование сетей и серверов""","178","426644","213322"
"""администрирование сетей и серверов""","63","433830","144610"
"""администрирование сетей и серверов""","184","438173","219086"
"""администрирование сетей и серверов""","293","445113","148371"
"""администрирование сетей и серверов""","288","463752","154584"
"""администрирование сетей и серверов""","324","476723","158907"
"""администрирование сетей и серверов""","63","477987","159329"
"""администрирование сетей и серверов""","207","489614","163204"
"""администрирование сетей и серверов""","52","492489","164163"
"""администрирование сетей и серверов""","324","493787","246893"
"""администрирование сетей и серверов""","352","493984","246992"
"""администрирование сетей и серверов""","273","504785","252392"
"""администрирование сетей и серверов""","194","511806","170602"
"""администрирование сетей и серверов""","347","516850","258425"
"""администрирование сетей и серверов""","223","542314","271157"
"""администрирование сетей и серверов""","176","558570","279285"
"""администрирование сетей и серверов""","78","569707","189902"
"""администрирование сетей и серверов""","105","581975","290987"
"""администрирование сетей и серверов""","186","592709","296354"
"""администрирование сетей и серверов""","66","606572","303286"
"""администрирование сетей и серверов""","85","606711","202237"
"""администрирование сетей и серверов""","346","629336","314668"
"""администрирование сетей и серверов""","306","632160","316080"
"""администрирование сетей и серверов""","101","644148","214716"
"""администрирование сетей и серверов""","325","664525","221508"
"""администрирование сетей и серверов""","321","669144","334572"
"""администрирование сетей и серверов""","37","674189","224729"
"""администрирование сетей и серверов""","331","679735","226578"
"""администрирование сетей и серверов""","23","699454","233151"
"""администрирование сетей и серверов""","38","706374","235458"
"""администрирование сетей и серверов""","308","712948","237649"
"""администрирование сетей и серверов""","177","723399","361699"
"""администрирование сетей и серверов""","221","794907","397453"
"""администрирование сетей и серверов""","123","806092","403046"
"""администрирование сетей и серверов""","52","822018","274006"
"""администрирование сетей и серверов""","92","835260","417630"
"""администрирование сетей и серверов""","227","836466","278822"
"""администрирование сетей и серверов""","347","850486","283495"
"""администрирование сетей и серверов""","283","854541","427270"
"""администрирование сетей и серверов""","279","872059","436029"
"""администрирование сетей и серверов""","156","876860","292286"
"""администрирование сетей и серверов""","181","885938","295312"
"""администрирование сетей и серверов""","237","918560","459280"
"""администрирование сетей и серверов""","209","927854","309284"
"""администрирование сетей и серверов""","340","934635","311545"
"""администрирование сетей и серверов""","360","938744","312914"
"""администрирование сетей и серверов""","284","943674","471837"
"""администрирование сетей и серверов""","31","950870","475435"
"""администрирование сетей и серверов""","126","975194","487597"
"""администрирование сетей и серверов""","270","976734","488367"
"""администрирование сетей и серверов""","361","1003545","501772"
"""администрирование сетей и серверов""","226","1031413","343804"
"""администрирование сетей и серверов""","169","1037006","345668"
"""администрирование сетей и серверов""","256","1047062","349020"
"""администрирование сетей и серверов""","90","1077772","538886"
"""администрирование сетей и серверов""","310","1098881","366293"
