"""администрирование сетей и серверов""","117","245204","122602"
"""администрирование сетей и серверов""","147","275098","137549"
"""администрирование сетей и серверов""","280","428694","214347"
"""администрирование сетей и серверов""","102","496766","165588"
"""администрирование сетей и серверов""","43","570127","190042"
"""администрирование сетей и серверов""","318","691248","345624"
"""администрирование сетей и серверов""","151","874082","291360"
"""администрирование сетей и серверов""","227","1114334","371444"
"""администрирование сетей и серверов""","305","1145387","572693"
"""администрирование сетей и серверов""","106","1376895","688447"
"""администрирование сетей и серверов""","105","1426920","475640"
"""администрирование сетей и серверов""","362","1654967","551655"
"""администрирование сетей и серверов""","92","1832659","916329"
"""администрирование сетей и серверов""","124","1867999","933999"
"""администрирование сетей и серверов""","283","1920257","960128"
"""администрирование сетей и серверов""","123","2027891","1013945"
"""администрирование сетей и серверов""","259","2051091","1025545"
"""администрирование сетей и серверов""","160","2085969","695323"
"""администрирование сетей и серверов""","60","2307188","1153594"
"""администрирование сетей и серверов""","283","2330276","1165138"
"""администрирование сетей и серверов""","352","2670336","1335168"
"""администрирование сетей и серверов""","146","2687644","1343822"
"""администрирование сетей и серверов""","166","2761894","1380947"
"""администрирование сетей и серверов""","254","3167653","1055884"
"""администрирование сетей и серверов""","55","3177263","1588631"
"""администрирование сетей и серверов""","158","3682799","1841399"
"""администрирование сетей и серверов""","347","3704398","1852199"
"""администрирование сетей и серверов""","30","3803372","1901686"
"""администрирование сетей и серверов""","292","3818101","1909050"
"""администрирование сетей и серверов""","208","3984638","1992319"
"""администрирование сетей и серверов""","360","4044906","1348302"
"""администрирование сетей и серверов""","341","4288020","2144010"
"""администрирование сетей и серверов""","221","4425156","2212578"
"""администрирование сетей и серверов""","270","4575005","1525001"
"""администрирование сетей и серверов""","339","4668413","2334206"
"""администрирование сетей и серверов""","310","4707174","2353587"
"""администрирование сетей и серверов""","179","4773789","2386894"
"""администрирование сетей и серверов""","225","4927370","2463685"
"""администрирование сетей и серверов""","118","5011196","2505598"
"""администрирование сетей и серверов""","58","5097899","1699299"
"""администрирование сетей и серверов""","344","5106076","1702025"
"""администрирование сетей и серверов""","317","5338411","2669205"
"""администрирование сетей и серверов""","275","5384124","2692062"
"""администрирование сетей и серверов""","56","5543608","1847869"
"""администрирование сетей и серверов""","138","5630138","1876712"
"""администрирование сетей и серверов""","264","5856706","1952235"
"""администрирование сетей и серверов""","188","6104593","3052296"
"""администрирование сетей и серверов""","177","6368280","3184140"
"""администрирование сетей и серверов""","211","6652147","3326073"
"""администрирование сетей и серверов""","159","6840724","3420362"
"""администрирование сетей и серверов""","151","6975434","2325144"
"""администрирование сетей и серверов""","210","7113952","2371317"
"""администрирование сетей и серверов""","142","7282914","3641457"
"""администрирование сетей и серверов""","123","7388887","2462962"
"""администрирование сетей и серверов""","190","7471834","2490611"
"""администрирование сетей и серверов""","75","7496845","2498948"
"""администрирование сетей и серверов""","248","7539329","3769664"
"""администрирование сетей и серверов""","43","7644934","3822467"
"""администрирование сетей и серверов""","350","7695788","3847894"
"""администрирование сетей и серверов""","271","7747649","2582549"
"""администрирование сетей и серверов""","203","7761251","2587083"
"""администрирование сетей и серверов""","243","7769171","2589723"
"""администрирование сетей и серверов""","182","7894500","2631500"
"""администрирование сетей и серверов""","143","7935061","2645020"
"""администрирование сетей и серверов""","244","7982627","2660875"
"""администрирование сетей и серверов""","290","8040775","4020387"
"""администрирование сетей и серверов""","247","8077541","2692513"
"""администрирование сетей и серверов""","227","8086202","4043101"
"""администрирование сетей и серверов""","70","8445363","2815121"
"""администрирование сетей и серверов""","223","8924215","4462107"
"""администрирование сетей и серверов""","313","9258325","3086108"
"""администрирование сетей и серверов""","276","9335522","4667761"
"""администрирование сетей и серверов""","24","9363921","4681960"
"""администрирование сетей и серверов""","48","9788851","3262950"
"""администрирование сетей и серверов""","338","9820409","3273469"
"""администрирование сетей и серверов""","145","9855148","3285049"
"""администрирование сетей и серверов""","285","9988593","4994296"
"""веб-разработка""","264","169742","84871"
"""веб-разработка""","152","284097","142048"
"""веб-разработка""","133","299044","149522"
"""веб-разработка""","268","388917","194458"
"""веб-разработка""","175","464358","232179"
"""веб-разработка""","93","571708","190569"
"""веб-разработка""","330","793901","264633"
"""веб-разработка""","283","906679","302226"
"""веб-разработка""","273","944329","314776"
"""веб-разработка""","142","964890","482445"
"""веб-разработка""","29","1038131","519065"
"""веб-разработка""","127","1119395","559697"
"""веб-разработка""","285","1242294","621147"
"""веб-разработка""","260","1251750","417250"
"""веб-разработка""","311","1415287","471762"
"""веб-разработка""","197","1431643","715821"
"""веб-разработка""","269","1840622","613540"
"""веб-разработка""","167","2040507","680169"
"""веб-разработка""","121","2232699","1116349"
"""веб-разработка""","128","2248503","1124251"
"""веб-разработка""","257","2726000","1363000"
"""веб-разработка""","134","2788130","1394065"
"""веб-разработка""","286","3056365","1528182"
"""веб-разработка""","74","3258389","1086129"
"""веб-разработка""","80","3411636","1705818"
"""веб-разработка""","115","3466173","1155391"
"""веб-разработка""","44","3550271","1775135"
"""веб-разработка""","83","3553498","1776749"
"""веб-разработка""","203","3814893","1907446"
