"""администрирование сетей и серверов""","184","117418","58709"
"""администрирование сетей и серверов""","335","120459","60229"
"""администрирование сетей и серверов""","113","124338","41446"
"""администрирование сетей и серверов""","154","127039","63519"
"""администрирование сетей и серверов""","254","131612","43870"
"""администрирование сетей и серверов""","128","135602","45200"
"""администрирование сетей и серверов""","74","137962","68981"
"""администрирование сетей и серверов""","220","157486","78743"
"""администрирование сетей и серверов""","30","162943","54314"
"""администрирование сетей и серверов""","238","174408","58136"
"""администрирование сетей и серверов""","314","184150","61383"
"""администрирование сетей и серверов""","145","187378","62459"
"""администрирование сетей и серверов""","343","196357","65452"
"""администрирование сетей и серверов""","232","213483","71161"
"""администрирование сетей и серверов""","280","230229","76743"
"""администрирование сетей и серверов""","120","232032","116016"
"""администрирование сетей и серверов""","275","240482","80160"
"""администрирование сетей и серверов""","261","245687","81895"
"""администрирование сетей и серверов""","114","248220","124110"
"""администрирование сетей и серверов""","65","254967","84989"
"""администрирование сетей и серверов""","233","256059","85353"
"""администрирование сетей и серверов""","61","289152","96384"
"""администрирование сетей и серверов""","47","324402","162201"
"""администрирование сетей и серверов""","358","336933","112311"
"""администрирование сетей и серверов""","325","346451","173225"
"""администрирование сетей и серверов""","92","346782","173391"
"""администрирование сетей и серверов""","309","360382","120127"
"""администрирование сетей и серверов""","156","380929","190464"
"""администрирование сетей и серверов""","329","399630","199815"
"""администрирование сетей и серверов""","200","399740","199870"
"""администрирование сетей и серверов""","192","418582","209291"
"""администрирование сетей и серверов""","132","423078","141026"
"""администрирование сетей и серверов""","90","424586","212293"
"""администрирование сетей и серверов""","316","426396","213198"
"""администрирование сетей и серверов""","222","437738","218869"
"""администрирование сетей и серверов""","105","439455","146485"
"""администрирование сетей и серверов""","16","443938","221969"
"""администрирование сетей и серверов""","84","450786","225393"
"""администрирование сетей и серверов""","131","457597","228798"
"""администрирование сетей и серверов""","243","458693","152897"
"""администрирование сетей и серверов""","130","458750","229375"
"""администрирование сетей и серверов""","297","461529","153843"
"""администрирование сетей и серверов""","285","465226","155075"
"""администрирование сетей и серверов""","334","521212","173737"
"""администрирование сетей и серверов""","327","528560","264280"
"""администрирование сетей и серверов""","180","533415","266707"
"""администрирование сетей и серверов""","227","592782","296391"
"""администрирование сетей и серверов""","204","598272","299136"
"""администрирование сетей и серверов""","269","615988","307994"
"""администрирование сетей и серверов""","126","619879","309939"
"""администрирование сетей и серверов""","129","636342","318171"
"""администрирование сетей и серверов""","219","651641","325820"
